accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5,is_loose_quality,profit_margin,is_small_cap,is_low_float,is_quality,market_cap,float_shares,gross_margin,roe
0001193125-23-058171,UMBF,0000101382,2023-03-02,2023-03-02,5.02|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001193125-23-016360,UMBF,0000101382,2023-01-26,2023-01-26,3.03|5.03|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-23-000728,UMBF,0000101382,2023-01-24,2023-01-24,2.02|7.01|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-035105,UMBF,0000101382,2022-10-25,2022-10-25,2.02|7.01|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001193125-22-253287,UMBF,0000101382,2022-09-28,2022-09-28,1.01|2.03|8.01|9.01,covenant_violation|restate|shelf_takedown,short,0.85,body_keywords,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001193125-22-251372,UMBF,0000101382,2022-09-26,2022-09-26,1.01|7.01|9.01,material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-030116,UMBF,0000101382,2022-08-25,2022-08-25,5.04|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-027112,UMBF,0000101382,2022-07-29,2022-07-29,5.02|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-026482,UMBF,0000101382,2022-07-26,2022-07-26,2.02|7.01|9.01,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-024310,UMBF,0000101382,2022-06-27,2022-06-27,7.01|9.01,definitive_agreement_acquisition,long,0.7,body_keywords,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-016821,UMBF,0000101382,2022-04-29,2022-04-29,5.07,,,0.0,,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001564590-22-015690,UMBF,0000101382,2022-04-26,2022-04-26,2.02|7.01|9.01,buyback_authorized,long,0.7,body_keywords,83.77,83.93,85.85,0.00191,0.02483,neutral,B_long,False,0.32301998,False,True,False,9799736320.0,72268686.0,0.0,0.12109
0001492691-26-000042,KNX,0001492691,2026-05-08,2026-05-08,1.01|2.03|3.02|8.01|9.01,convertible_debt_issuance|covenant_violation,short,0.85,body_keywords,64.05,61.92,,-0.03326,,A_short,,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-26-000034,KNX,0001492691,2026-04-22,2026-04-22,2.02|9.01,,,0.0,,63.98,65.77,63.36,0.02798,-0.00969,B_long,neutral,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-26-000030,KNX,0001492691,2026-04-16,2026-04-16,2.02|9.01,,,0.0,,64.33,64.42,65.77,0.0014,0.02238,neutral,B_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-26-000012,KNX,0001492691,2026-02-13,2026-02-13,5.02,,,0.0,,59.55,59.88,59.2,0.00554,-0.00588,neutral,neutral,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-26-000009,KNX,0001492691,2026-02-12,2026-02-12,8.01|9.01,,,0.0,,59.9,59.55,61.7,-0.00584,0.03005,neutral,A_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-26-000007,KNX,0001492691,2026-01-21,2026-01-21,2.02|9.01,restate,short,0.85,body_keywords,57.93,59.44,55.57,0.02607,-0.04074,B_long,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-26-000002,KNX,0001492691,2026-01-02,2026-01-02,1.01|1.02|2.03|8.01,restate,short,0.85,body_keywords,52.23,54.05,57.18,0.03485,0.09477,A_long,A_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000077,KNX,0001492691,2025-11-07,2025-11-07,5.02|8.01|9.01,restate,short,0.85,body_keywords,46.32,45.81,42.97,-0.01101,-0.07232,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000068,KNX,0001492691,2025-10-22,2025-10-22,2.02|9.01,,,0.0,,47.39,44.01,44.49,-0.07132,-0.06119,A_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000065,KNX,0001492691,2025-08-07,2025-08-07,8.01|9.01,,,0.0,,41.45,41.11,43.06,-0.0082,0.03884,neutral,A_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000056,KNX,0001492691,2025-07-23,2025-07-23,2.02|9.01,,,0.0,,45.66,45.55,42.36,-0.00241,-0.07227,neutral,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000051,KNX,0001492691,2025-07-14,2025-07-14,1.01|2.02|2.03,covenant_violation,short,0.85,body_keywords,46.78,45.42,44.43,-0.02907,-0.05024,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000048,KNX,0001492691,2025-05-14,2025-05-14,5.07,,,0.0,,46.15,45.56,43.62,-0.01278,-0.05482,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000045,KNX,0001492691,2025-05-01,2025-05-01,8.01|9.01,,,0.0,,38.98,41.45,43.17,0.06337,0.10749,A_long,A_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000037,KNX,0001492691,2025-04-23,2025-04-23,2.02|9.01,,,0.0,,39.59,40.36,39.17,0.01945,-0.01061,B_long,B_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000027,KNX,0001492691,2025-04-03,2025-04-03,5.02,,,0.0,,39.57,38.98,40.59,-0.01491,0.02578,B_short,B_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001008886-25-000062,KNX,0001492691,2025-03-14,2025-03-14,5.02|8.01|9.01,,,0.0,,46.52,47.01,44.42,0.01053,-0.04514,B_long,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000007,KNX,0001492691,2025-02-13,2025-02-13,8.01|9.01,,,0.0,,54.46,54.17,52.13,-0.00533,-0.04278,neutral,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-25-000004,KNX,0001492691,2025-01-22,2025-01-22,2.02|9.01,,,0.0,,55.0,57.59,58.34,0.04709,0.06073,A_long,A_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000093,KNX,0001492691,2024-11-12,2024-11-12,5.02|8.01|9.01,restate,short,0.85,body_keywords,56.45,57.1,56.49,0.01151,0.00071,B_long,neutral,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000087,KNX,0001492691,2024-10-23,2024-10-23,2.02|9.01,,,0.0,,52.74,51.94,53.05,-0.01517,0.00588,B_short,neutral,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000083,KNX,0001492691,2024-08-08,2024-08-08,1.01|2.03|8.01|9.01,,long,0.5,item_codes,52.54,51.14,53.64,-0.02665,0.02094,B_short,B_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000076,KNX,0001492691,2024-07-30,2024-07-30,7.01|9.01,,,0.0,,54.33,54.43,52.53,0.00184,-0.03313,neutral,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000073,KNX,0001492691,2024-07-24,2024-07-24,2.02|9.01,,,0.0,,48.98,52.05,54.43,0.06268,0.11127,A_long,A_long,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000070,KNX,0001492691,2024-05-15,2024-05-15,5.07,,,0.0,,49.93,50.49,47.11,0.01122,-0.05648,B_long,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000062,KNX,0001492691,2024-05-01,2024-05-01,8.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000055,KNX,0001492691,2024-04-24,2024-04-24,2.02|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000053,KNX,0001492691,2024-04-17,2024-04-17,2.02|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000018,KNX,0001492691,2024-03-01,2024-03-01,5.02,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001008886-24-000059,KNX,0001492691,2024-02-27,2024-02-27,7.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000009,KNX,0001492691,2024-02-02,2024-02-02,8.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-24-000005,KNX,0001492691,2024-01-24,2024-01-24,2.02|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000101,KNX,0001492691,2023-12-15,2023-12-15,5.02,restate,short,0.85,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000098,KNX,0001492691,2023-11-13,2023-11-13,5.03|8.01|9.01,restate,short,0.85,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000087,KNX,0001492691,2023-10-27,2023-10-27,1.01|2.03,restate,short,0.85,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000084,KNX,0001492691,2023-10-19,2023-10-19,2.02|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000079,KNX,0001492691,2023-08-25,2023-08-25,5.02,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000066,KNX,0001492691,2023-07-20,2023-07-20,2.02|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000061,KNX,0001492691,2023-07-05,2023-07-05,7.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000058,KNX,0001492691,2023-06-27,2023-06-27,1.01|2.03,,long,0.5,item_codes,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000055,KNX,0001492691,2023-05-17,2023-05-17,5.07,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000047,KNX,0001492691,2023-04-28,2023-04-28,8.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000042,KNX,0001492691,2023-04-20,2023-04-20,2.02|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001008886-23-000024,KNX,0001492691,2023-03-21,2023-03-21,1.01|8.01|9.01,acquired_by|material_adverse_change|restate,short,0.85,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000010,KNX,0001492691,2023-02-03,2023-02-03,5.02|8.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-23-000004,KNX,0001492691,2023-01-26,2023-01-26,2.02|9.01,dividend_increase,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000065,KNX,0001492691,2022-11-03,2022-11-03,5.02|8.01|9.01,restate,short,0.85,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000058,KNX,0001492691,2022-10-19,2022-10-19,2.02|9.01,dividend_increase,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000054,KNX,0001492691,2022-10-11,2022-10-11,1.01|2.03,restate,short,0.85,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000047,KNX,0001492691,2022-07-29,2022-07-29,8.01|9.01,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000043,KNX,0001492691,2022-07-20,2022-07-20,2.02|9.01,dividend_increase,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000038,KNX,0001492691,2022-05-19,2022-05-19,5.07,,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000030,KNX,0001492691,2022-04-25,2022-04-25,8.01|9.01,buyback_authorized,long,0.7,body_keywords,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001492691-22-000024,KNX,0001492691,2022-04-20,2022-04-20,2.02|9.01,dividend_increase,,0.0,,50.01,49.48,48.46,-0.0106,-0.03099,B_short,A_short,True,0.00453,False,False,False,9733390336.0,157849921.0,0.24023001,0.00478
0001370946-26-000143,OC,0001370946,2026-05-06,2026-05-06,2.02|9.01,,,0.0,,123.03,121.81,,-0.00992,,neutral,,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-26-000140,OC,0001370946,2026-05-01,2026-05-01,5.02,,,0.0,,122.73,116.89,121.67,-0.04758,-0.00864,A_short,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-26-000136,OC,0001370946,2026-05-01,2026-05-01,8.01,,,0.0,,122.73,116.89,121.67,-0.04758,-0.00864,A_short,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-26-000132,OC,0001370946,2026-04-20,2026-04-20,5.07,,,0.0,,123.95,121.93,125.52,-0.0163,0.01267,B_short,B_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-26-000129,OC,0001370946,2026-04-15,2026-04-15,2.06|8.01,,,0.0,,116.58,117.86,122.88,0.01098,0.05404,B_long,A_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-26-000066,OC,0001370946,2026-02-25,2026-02-25,2.02|9.01,,,0.0,,123.48,122.28,116.85,-0.00972,-0.05369,neutral,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-26-000041,OC,0001370946,2026-02-06,2026-02-06,5.02,,,0.0,,135.74,135.75,134.19,7e-05,-0.01142,neutral,B_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000239,OC,0001370946,2025-11-05,2025-11-05,2.02|9.01,,,0.0,,111.03,104.94,103.08,-0.05485,-0.0716,A_short,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000203,OC,0001370946,2025-08-06,2025-08-06,2.02|9.01,buyback_authorized,long,0.7,body_keywords,147.73,147.17,155.41,-0.00379,0.05199,neutral,A_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000199,OC,0001370946,2025-07-21,2025-07-21,5.02,,,0.0,,137.84,143.79,143.56,0.04317,0.0415,A_long,A_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000171,OC,0001370946,2025-05-07,2025-05-07,2.02|9.01,,,0.0,,130.4,135.44,142.1,0.03865,0.08972,A_long,A_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000166,OC,0001370946,2025-05-05,2025-05-05,7.01|9.01,,,0.0,,144.46,142.63,143.25,-0.01267,-0.00838,B_short,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000159,OC,0001370946,2025-04-21,2025-04-21,5.07,,,0.0,,134.42,137.1,143.96,0.01994,0.07097,B_long,A_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000132,OC,0001370946,2025-04-02,2025-04-02,1.02,restate,short,0.85,body_keywords,147.19,137.26,141.32,-0.06746,-0.03988,A_short,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000117,OC,0001370946,2025-03-06,2025-03-06,1.01|2.03,restate,short,0.85,body_keywords,145.6,144.58,137.83,-0.00701,-0.05337,neutral,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000076,OC,0001370946,2025-02-24,2025-02-24,2.02|9.01,,,0.0,,162.89,159.0,148.5,-0.02388,-0.08834,B_short,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-25-000070,OC,0001370946,2025-02-14,2025-02-14,2.06|5.02|8.01,,,0.0,,179.38,177.62,162.89,-0.00981,-0.09193,neutral,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-24-000281,OC,0001370946,2024-12-04,2024-12-04,5.02,,,0.0,,203.24,200.16,198.56,-0.01515,-0.02303,B_short,B_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-24-000237,OC,0001370946,2024-11-06,2024-11-06,2.02|9.01,buyback_authorized,long,0.7,body_keywords,184.64,187.42,195.77,0.01506,0.06028,B_long,A_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-24-000223,OC,0001370946,2024-08-27,2024-08-27,5.03|9.01,restate,short,0.85,body_keywords,167.22,165.94,159.98,-0.00765,-0.0433,neutral,A_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-24-000181,OC,0001370946,2024-08-06,2024-08-06,2.02,,,0.0,,157.57,154.02,159.49,-0.02253,0.01219,B_short,B_long,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-151166,OC,0001370946,2024-05-31,2024-05-31,8.01|9.01,covenant_violation|material_adverse_change|restate|shelf_takedown,short,0.85,body_keywords,181.07,180.37,176.89,-0.00387,-0.02309,neutral,B_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-144967,OC,0001370946,2024-05-22,2024-05-22,1.01|2.03|9.01,covenant_violation|shelf_takedown|underwritten_offering,short,0.85,body_keywords,177.51,176.67,178.22,-0.00473,0.004,neutral,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-139454,OC,0001370946,2024-05-15,2024-05-15,2.01|2.03|7.01|9.01,restate,short,0.85,body_keywords,179.47,173.72,177.51,-0.03204,-0.01092,A_short,B_short,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-136733,OC,0001370946,2024-05-13,2024-05-13,8.01|9.01,material_adverse_change,short,0.7,body_keywords,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-120152,OC,0001370946,2024-04-29,2024-04-29,8.01,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-24-000127,OC,0001370946,2024-04-24,2024-04-24,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-096232,OC,0001370946,2024-04-15,2024-04-15,8.01|9.01,material_adverse_change,short,0.7,body_keywords,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-060765,OC,0001370946,2024-03-06,2024-03-06,1.01|2.03,restate,short,0.85,body_keywords,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-24-056056,OC,0001370946,2024-03-01,2024-03-01,5.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-24-000044,OC,0001370946,2024-02-14,2024-02-14,2.02,definitive_agreement_acquisition,long,0.7,body_keywords,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0000950103-24-001972,OC,0001370946,2024-02-09,2024-02-09,1.01|7.01|9.01,definitive_agreement_acquisition|material_adverse_change,long,0.5,item_codes,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-23-000047,OC,0001370946,2023-10-25,2023-10-25,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-23-220160,OC,0001370946,2023-08-24,2023-08-24,5.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-23-206275,OC,0001370946,2023-08-08,2023-08-08,5.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-23-000031,OC,0001370946,2023-07-26,2023-07-26,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-23-172583,OC,0001370946,2023-06-22,2023-06-22,5.03|9.01,restate,short,0.85,body_keywords,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-23-000021,OC,0001370946,2023-04-26,2023-04-26,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-23-000008,OC,0001370946,2023-02-15,2023-02-15,2.02,buyback_authorized,long,0.7,body_keywords,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-22-300185,OC,0001370946,2022-12-07,2022-12-07,5.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-22-000044,OC,0001370946,2022-10-26,2022-10-26,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-22-000035,OC,0001370946,2022-07-27,2022-07-27,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001370946-22-000020,OC,0001370946,2022-04-27,2022-04-27,2.02,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-22-108052,OC,0001370946,2022-04-18,2022-04-18,5.07,,,0.0,,175.66,177.7,176.86,0.01161,0.00683,B_long,neutral,False,-0.054279998,False,True,False,9649709056.0,79735115.0,0.2718,-0.09388
0001193125-26-210427,VSAT,0000797721,2026-05-07,2026-05-07,1.01|5.02|7.01|9.01,restate,short,0.85,body_keywords,66.33,70.01,,0.05548,,A_long,,False,-0.07343,False,False,False,9642671104.0,132097396.0,0.33326998,-0.0639
0001193125-26-039528,VSAT,0000797721,2026-02-05,2026-02-05,2.02|9.01,,,0.0,,37.44,41.7,46.63,0.11378,0.24546,A_long,A_long,False,-0.07343,False,False,False,9642671104.0,132097396.0,0.33326998,-0.0639
0001193125-26-022564,VSAT,0000797721,2026-01-26,2026-01-26,1.01|2.03|8.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,42.75,45.04,43.75,0.05357,0.02339,A_long,B_long,False,-0.07343,False,False,False,9642671104.0,132097396.0,0.33326998,-0.0639
0001193125-25-316132,VSAT,0000797721,2025-12-11,2025-12-11,5.02,,,0.0,,38.27,35.83,32.38,-0.06376,-0.15391,A_short,A_short,False,-0.07343,False,False,False,9642671104.0,132097396.0,0.33326998,-0.0639
0001193125-25-287000,VSAT,0000797721,2025-11-19,2025-11-19,5.02,,,0.0,,34.92,30.46,34.87,-0.12772,-0.00143,A_short,neutral,False,-0.07343,False,False,False,9642671104.0,132097396.0,0.33326998,-0.0639
