accession_no,ticker,cik,filed_at,filing_date,item_codes,body_keywords,direction,direction_confidence,direction_source,t0_close,t1_close,t5_close,next_day_return,five_day_return,label_t1,label_t5,is_loose_quality,profit_margin,is_small_cap,is_low_float,is_quality,market_cap,float_shares,gross_margin,roe
0001179929-26-000026,MOH,0001179929,2026-05-11,2026-05-11,5.02|5.03|5.07|9.01,restate,short,0.85,body_keywords,185.19,191.58,,0.03451,,A_long,,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-26-015766,MOH,0001179929,2026-05-08,2026-05-08,7.01|9.01,,,0.0,,185.94,185.19,,-0.00403,,neutral,,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-26-000020,MOH,0001179929,2026-04-22,2026-04-22,2.02|9.01,,,0.0,,153.0,174.7,196.49,0.14183,0.28425,A_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-26-005871,MOH,0001179929,2026-02-26,2026-02-26,7.01,,,0.0,,146.36,154.05,147.71,0.05254,0.00922,A_long,neutral,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-26-003384,MOH,0001179929,2026-02-06,2026-02-06,1.01|2.03|2.06|9.01,credit_facility_amendment|restate,short,0.85,body_keywords,131.72,127.53,135.35,-0.03181,0.02756,A_short,B_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-26-000002,MOH,0001179929,2026-02-05,2026-02-05,2.02|9.01,,,0.0,,176.84,131.72,126.71,-0.25515,-0.28348,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-035866,MOH,0001179929,2025-11-20,2025-11-20,1.01|2.03|8.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,134.51,141.56,148.26,0.05241,0.10222,A_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-035490,MOH,0001179929,2025-11-18,2025-11-18,7.01|9.01,,,0.0,,141.19,138.12,146.77,-0.02174,0.03952,B_short,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-035305,MOH,0001179929,2025-11-17,2025-11-17,7.01|9.01,,,0.0,,136.79,141.19,145.3,0.03217,0.06221,A_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-035194,MOH,0001179929,2025-11-14,2025-11-14,7.01|9.01,,,0.0,,137.54,136.79,141.56,-0.00545,0.02923,neutral,B_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-25-000125,MOH,0001179929,2025-10-22,2025-10-22,2.02|9.01,,,0.0,,195.13,161.0,160.28,-0.17491,-0.1786,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-026208,MOH,0001179929,2025-08-12,2025-08-12,1.01|2.03|9.01,buyback_authorized|covenant_violation|credit_facility_amendment|material_adverse_change|restate,short,0.85,body_keywords,157.31,161.21,173.85,0.02479,0.10514,B_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-25-000116,MOH,0001179929,2025-07-23,2025-07-23,2.02|9.01,,,0.0,,190.25,158.22,159.97,-0.16836,-0.15916,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-022210,MOH,0001179929,2025-07-07,2025-07-07,2.02|9.01,,,0.0,,232.61,231.02,218.95,-0.00684,-0.05872,neutral,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-25-000075,MOH,0001179929,2025-05-01,2025-05-01,5.02|5.07|9.01,restate,short,0.85,body_keywords,313.04,318.04,325.86,0.01597,0.04095,B_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-25-000067,MOH,0001179929,2025-04-23,2025-04-23,2.02|9.01,,,0.0,,332.0,313.81,327.01,-0.05479,-0.01503,A_short,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-008247,MOH,0001179929,2025-03-18,2025-03-18,7.01|9.01,,,0.0,,317.07,314.87,310.53,-0.00694,-0.02063,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-004747,MOH,0001179929,2025-02-21,2025-02-21,1.01|2.03|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|restate,short,0.85,body_keywords,283.81,287.42,301.12,0.01272,0.06099,B_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-25-000020,MOH,0001179929,2025-02-05,2025-02-05,2.02|9.01,,,0.0,,317.01,285.01,266.57,-0.10094,-0.15911,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-25-002597,MOH,0001179929,2025-02-03,2025-02-03,7.01|9.01,,,0.0,,325.36,315.41,286.42,-0.03058,-0.11968,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-037651,MOH,0001179929,2024-12-16,2024-12-16,7.01|9.01,,,0.0,,295.48,291.78,294.5,-0.01252,-0.00332,B_short,neutral,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-035619,MOH,0001179929,2024-11-18,2024-11-18,1.01|2.03|8.01|9.01,covenant_violation|restate,short,0.85,body_keywords,292.19,282.5,297.97,-0.03316,0.01978,A_short,B_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-034962,MOH,0001179929,2024-11-13,2024-11-13,8.01|9.01,,,0.0,,309.3,306.0,294.64,-0.01067,-0.0474,B_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-034694,MOH,0001179929,2024-11-13,2024-11-13,7.01|8.01|9.01,,,0.0,,309.3,306.0,294.64,-0.01067,-0.0474,B_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-034559,MOH,0001179929,2024-11-12,2024-11-12,8.01,,,0.0,,318.91,309.3,282.5,-0.03013,-0.11417,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-034075,MOH,0001179929,2024-11-08,2024-11-08,7.01|9.01,,,0.0,,329.65,328.59,294.34,-0.00322,-0.10711,neutral,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-24-000148,MOH,0001179929,2024-10-23,2024-10-23,2.02|9.01,,,0.0,,275.0,323.59,324.19,0.17669,0.17887,A_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-031432,MOH,0001179929,2024-10-17,2024-10-17,5.02|9.01,restate,short,0.85,body_keywords,289.46,289.72,323.59,0.0009,0.11791,neutral,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-031357,MOH,0001179929,2024-10-16,2024-10-16,7.01|9.01,,,0.0,,331.0,289.46,275.0,-0.1255,-0.16918,A_short,A_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-029806,MOH,0001179929,2024-09-23,2024-09-23,1.01|2.03|9.01,covenant_violation|credit_facility_amendment|material_adverse_change|restate,short,0.85,body_keywords,347.98,346.29,344.56,-0.00486,-0.00983,neutral,neutral,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-027304,MOH,0001179929,2024-08-20,2024-08-20,5.02|9.01,restate,short,0.85,body_keywords,348.5,347.19,349.81,-0.00376,0.00376,neutral,neutral,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-24-000120,MOH,0001179929,2024-07-24,2024-07-24,2.02|9.01,,,0.0,,288.72,324.17,341.27,0.12278,0.18201,A_long,A_long,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-24-000091,MOH,0001179929,2024-05-03,2024-05-03,5.07,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-24-000086,MOH,0001179929,2024-04-24,2024-04-24,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-011803,MOH,0001179929,2024-04-11,2024-04-11,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001437749-24-006103,MOH,0001179929,2024-02-29,2024-02-29,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-24-000029,MOH,0001179929,2024-02-07,2024-02-07,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-24-000002,MOH,0001179929,2024-01-02,2024-01-02,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000142,MOH,0001179929,2023-12-26,2023-12-26,5.03|9.01,covenant_violation|restate,short,0.85,body_keywords,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-001832,MOH,0001179929,2023-12-18,2023-12-18,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000129,MOH,0001179929,2023-10-25,2023-10-25,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-001454,MOH,0001179929,2023-10-02,2023-10-02,7.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-001392,MOH,0001179929,2023-09-05,2023-09-05,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-001327,MOH,0001179929,2023-08-14,2023-08-14,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000095,MOH,0001179929,2023-07-26,2023-07-26,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-001058,MOH,0001179929,2023-06-30,2023-06-30,7.01|9.01,definitive_agreement_acquisition|going_concern,short,0.95,body_keywords,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-000853,MOH,0001179929,2023-05-16,2023-05-16,5.02|7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000072,MOH,0001179929,2023-05-05,2023-05-05,5.07,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000066,MOH,0001179929,2023-04-26,2023-04-26,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-23-000397,MOH,0001179929,2023-03-06,2023-03-06,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000021,MOH,0001179929,2023-02-08,2023-02-08,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-23-000019,MOH,0001179929,2023-01-04,2023-01-04,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-001803,MOH,0001179929,2022-12-30,2022-12-30,7.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-001798,MOH,0001179929,2022-12-29,2022-12-29,2.06,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-22-000169,MOH,0001179929,2022-10-26,2022-10-26,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-001278,MOH,0001179929,2022-10-03,2022-10-03,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-001262,MOH,0001179929,2022-09-26,2022-09-26,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-001171,MOH,0001179929,2022-08-31,2022-08-31,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-001164,MOH,0001179929,2022-08-29,2022-08-29,7.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-22-000129,MOH,0001179929,2022-08-17,2022-08-17,8.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-22-000120,MOH,0001179929,2022-08-10,2022-08-10,7.01|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-22-000109,MOH,0001179929,2022-07-27,2022-07-27,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001157523-22-000848,MOH,0001179929,2022-07-13,2022-07-13,7.01|9.01,definitive_agreement_acquisition,long,0.7,body_keywords,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-22-000082,MOH,0001179929,2022-05-06,2022-05-06,5.07,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0001179929-22-000077,MOH,0001179929,2022-04-27,2022-04-27,2.02|9.01,,,0.0,,352.35,349.97,343.84,-0.00675,-0.02415,neutral,B_short,False,0.0043599997,False,True,False,9981318144.0,51247644.0,0.088570006,0.04482
0000004127-26-000014,SWKS,0000004127,2026-05-05,2026-05-05,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,72.56,64.97,66.31,-0.1046,-0.08614,A_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0001104659-26-013519,SWKS,0000004127,2026-02-11,2026-02-11,5.07,material_adverse_change,short,0.7,body_keywords,63.68,60.73,59.22,-0.04633,-0.07004,A_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-26-000005,SWKS,0000004127,2026-02-03,2026-02-03,2.02|8.01|9.01,,,0.0,,55.93,59.0,62.31,0.05489,0.11407,A_long,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0001104659-26-008644,SWKS,0000004127,2026-01-30,2026-01-30,8.01,material_adverse_change|restate,short,0.85,body_keywords,55.76,56.83,62.1,0.01919,0.1137,B_long,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000092,SWKS,0000004127,2025-12-12,2025-12-12,5.02,,,0.0,,66.97,66.37,64.68,-0.00896,-0.03419,neutral,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000090,SWKS,0000004127,2025-11-24,2025-11-24,1.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,63.05,63.51,68.24,0.0073,0.08232,neutral,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000088,SWKS,0000004127,2025-11-14,2025-11-14,5.02|9.01,restate,short,0.85,body_keywords,66.6,63.16,62.61,-0.05165,-0.05991,A_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000082,SWKS,0000004127,2025-11-04,2025-11-04,2.02|9.01,buyback_authorized,long,0.7,body_keywords,71.99,73.46,68.85,0.02042,-0.04362,B_long,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0001104659-25-102814,SWKS,0000004127,2025-10-28,2025-10-28,2.02|8.01|9.01,,,0.0,,80.26,78.74,71.99,-0.01894,-0.10304,B_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0001104659-25-102806,SWKS,0000004127,2025-10-28,2025-10-28,1.01|8.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,80.26,78.74,71.99,-0.01894,-0.10304,B_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000077,SWKS,0000004127,2025-08-25,2025-08-25,5.02,,,0.0,,76.76,75.67,73.07,-0.0142,-0.04807,B_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000072,SWKS,0000004127,2025-08-05,2025-08-05,2.02|8.01|9.01,buyback_authorized|dividend_increase,long,0.7,body_keywords,67.63,67.52,71.69,-0.00163,0.06003,neutral,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000064,SWKS,0000004127,2025-05-29,2025-05-29,5.02,,,0.0,,69.5,69.03,70.79,-0.00676,0.01856,neutral,B_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000060,SWKS,0000004127,2025-05-16,2025-05-16,5.07|9.01,,,0.0,,73.32,72.92,69.39,-0.00546,-0.0536,neutral,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000039,SWKS,0000004127,2025-05-07,2025-05-07,5.02,,,0.0,,66.88,67.29,72.24,0.00613,0.08014,neutral,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000038,SWKS,0000004127,2025-05-07,2025-05-07,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,66.88,67.29,72.24,0.00613,0.08014,neutral,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000034,SWKS,0000004127,2025-04-30,2025-04-30,5.03|9.01,restate,short,0.85,body_keywords,64.28,65.23,66.88,0.01478,0.04045,B_long,A_long,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000030,SWKS,0000004127,2025-03-14,2025-03-14,5.02|9.01,,,0.0,,69.4,70.58,67.25,0.017,-0.03098,B_long,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000012,SWKS,0000004127,2025-02-06,2025-02-06,5.02|7.01|9.01,restate,short,0.85,body_keywords,65.6,65.69,66.18,0.00137,0.00884,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-25-000009,SWKS,0000004127,2025-02-05,2025-02-05,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,87.08,65.6,66.19,-0.24667,-0.23989,A_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-24-000134,SWKS,0000004127,2024-12-13,2024-12-13,5.02,,,0.0,,90.98,90.76,88.75,-0.00242,-0.02451,neutral,B_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-24-000100,SWKS,0000004127,2024-11-12,2024-11-12,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,87.04,83.18,83.56,-0.04435,-0.03998,A_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-24-000068,SWKS,0000004127,2024-07-30,2024-07-30,2.02|8.01|9.01,buyback_authorized|dividend_increase,long,0.7,body_keywords,117.69,113.62,99.23,-0.03458,-0.15685,A_short,A_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-24-000055,SWKS,0000004127,2024-05-17,2024-05-17,5.02|5.07|9.01,restate,short,0.85,body_keywords,93.62,94.05,92.16,0.00459,-0.01559,neutral,B_short,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-24-000018,SWKS,0000004127,2024-04-30,2024-04-30,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-24-000004,SWKS,0000004127,2024-01-30,2024-01-30,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000033,SWKS,0000004127,2023-12-15,2023-12-15,5.02,,,0.0,,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000027,SWKS,0000004127,2023-11-02,2023-11-02,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000024,SWKS,0000004127,2023-08-07,2023-08-07,2.02|8.01|9.01,buyback_authorized|dividend_increase,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000019,SWKS,0000004127,2023-05-16,2023-05-16,5.02|9.01,restate,short,0.85,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000016,SWKS,0000004127,2023-05-12,2023-05-12,5.02|5.03|5.07|9.01,restate,short,0.85,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000014,SWKS,0000004127,2023-05-08,2023-05-08,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000012,SWKS,0000004127,2023-03-10,2023-03-10,1.01|9.01,covenant_violation|material_adverse_change|restate,short,0.85,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000011,SWKS,0000004127,2023-02-09,2023-02-09,5.02,restate,short,0.85,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000008,SWKS,0000004127,2023-02-06,2023-02-06,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-23-000007,SWKS,0000004127,2023-02-06,2023-02-06,8.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-22-000039,SWKS,0000004127,2022-12-16,2022-12-16,5.02,,,0.0,,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-22-000035,SWKS,0000004127,2022-11-03,2022-11-03,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-22-000031,SWKS,0000004127,2022-08-04,2022-08-04,2.02|8.01|9.01,buyback_authorized|dividend_increase,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-22-000020,SWKS,0000004127,2022-05-13,2022-05-13,5.07,,,0.0,,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0000004127-22-000012,SWKS,0000004127,2022-05-03,2022-05-03,2.02|8.01|9.01,buyback_authorized,long,0.7,body_keywords,93.9,94.42,94.05,0.00554,0.0016,neutral,neutral,True,0.08931,False,False,False,9973419008.0,149688527.0,0.41075,0.06171
0001628280-26-032150,CTRE,0001590717,2026-05-07,2026-05-07,2.02|7.01|9.01,at_the_market_offering|material_adverse_change,short,0.75,body_keywords,39.5,41.6,,0.05316,,A_long,,True,0.64098,False,False,True,9943351296.0,234210931.0,0.97461,0.09423
0001628280-26-028864,CTRE,0001590717,2026-04-30,2026-04-30,5.07,,,0.0,,39.45,39.19,39.5,-0.00659,0.00127,neutral,neutral,True,0.64098,False,False,True,9943351296.0,234210931.0,0.97461,0.09423
0001628280-26-012986,CTRE,0001590717,2026-03-02,2026-03-02,7.01,,,0.0,,40.89,40.01,39.89,-0.02152,-0.02446,B_short,B_short,True,0.64098,False,False,True,9943351296.0,234210931.0,0.97461,0.09423
0001140361-26-005889,CTRE,0001590717,2026-02-18,2026-02-18,1.01|9.01,covenant_violation|issue_and_sell_shares|material_adverse_change|material_weakness|non_reliance|restate|shelf_takedown,short,0.95,body_keywords,40.15,39.94,40.93,-0.00523,0.01943,neutral,B_long,True,0.64098,False,False,True,9943351296.0,234210931.0,0.97461,0.09423
0001628280-26-007672,CTRE,0001590717,2026-02-12,2026-02-12,2.02|7.01|9.01,at_the_market_offering|material_adverse_change,short,0.75,body_keywords,40.14,40.01,40.05,-0.00324,-0.00224,neutral,neutral,True,0.64098,False,False,True,9943351296.0,234210931.0,0.97461,0.09423
