ticker,date,signal_type,gap_pct,vol_ratio,run_pct,green_days,t0_close,t1_close,t5_close,next_day_return,five_day_return,direction,direction_confidence
SKYT,2025-10-03,frd,,,0.3158,7,18.37,17.895,17.77,-0.02586,-0.03266,frd,0.5263158169919878
SKYT,2025-11-06,gap_and_go,0.22774,3.832,,,18.71,18.0,17.63,-0.03795,-0.05772,long,0.9580645075958977
SKYT,2026-01-07,frd,,,0.5573,3,28.06,27.31,30.44,-0.02673,0.08482,frd,0.928781288937763
VOYG,2025-12-12,frd,,,0.3133,8,26.53,24.72,26.96,-0.06822,0.01621,frd,0.5220883729364493
TH,2022-04-21,frd,,,0.3698,7,6.69,6.47,6.16,-0.03288,-0.07922,frd,0.616352191072661
TH,2022-07-18,frd,,,1.5152,7,12.15,11.86,14.02,-0.02387,0.15391,frd,1.0
TH,2026-04-01,gap_and_go,0.33836,18.097,,,12.66,13.88,14.9,0.09637,0.17694,long,1.0
TH,2026-04-06,frd,,,0.5005,3,13.62,13.73,14.44,0.00808,0.06021,frd,0.8342342548542194
HRMY,2023-11-06,frd,,,0.35,5,24.93,24.35,24.23,-0.02327,-0.02808,frd,0.5833332505491078
VRDN,2020-10-30,frd,,,1.8866,5,19.65,17.1,15.6,-0.12977,-0.20611,frd,1.0
VRDN,2022-08-17,frd,,,0.8695,4,22.78,23.25,24.56,0.02063,0.07814,frd,1.0
VRDN,2024-07-17,frd,,,0.3015,4,15.24,14.47,15.82,-0.05052,0.03806,frd,0.5025807757711497
VRDN,2024-09-16,frd,,,0.6377,6,21.56,21.18,21.12,-0.01763,-0.02041,frd,1.0
ADNT,2021-03-15,frd,,,0.3448,6,47.2,46.09,40.89,-0.02352,-0.13369,frd,0.5745987840733252
PAYO,2024-08-14,frd,,,0.3628,6,6.86,7.0,6.96,0.02041,0.01458,frd,0.6046064787739129
OUST,2023-05-17,frd,,,0.5182,3,5.69,5.4,5.9,-0.05097,0.03691,frd,0.8637153012225306
OUST,2023-08-15,frd,,,0.4209,3,6.66,6.34,5.59,-0.04805,-0.16066,frd,0.7015810732963744
OUST,2023-12-28,frd,,,0.3061,4,8.0,7.67,6.99,-0.04125,-0.12625,frd,0.510204040894314
OUST,2024-04-04,frd,,,1.008,5,9.99,9.6,8.5,-0.03904,-0.14915,frd,1.0
OUST,2024-05-14,frd,,,0.3067,4,11.98,12.1,12.38,0.01002,0.03339,frd,0.5112043036087489
OUST,2024-07-17,frd,,,0.7091,7,15.14,14.31,13.58,-0.05482,-0.10304,frd,1.0
OUST,2024-11-12,frd,,,0.5913,7,9.77,9.11,9.02,-0.06755,-0.07677,frd,0.9854198111187875
OUST,2024-12-27,frd,,,0.3208,5,12.49,12.45,15.22,-0.0032,0.21857,frd,0.5346820627797609
OUST,2025-03-25,frd,,,0.3775,4,11.23,10.62,8.74,-0.05432,-0.22173,frd,0.6290849635009198
OUST,2025-05-13,frd,,,0.4391,5,11.41,11.37,10.28,-0.00351,-0.09904,frd,0.7319114531522039
OUST,2025-06-12,frd,,,0.4797,4,19.48,18.07,21.53,-0.07238,0.10524,frd,0.7994186375589006
OUST,2025-08-15,frd,,,0.5259,6,34.72,31.64,30.65,-0.08871,-0.11722,frd,0.8765056076632737
OUST,2025-10-16,frd,,,0.322,3,31.52,29.58,32.99,-0.06155,0.04664,frd,0.5366116908464977
PRKS,2021-03-02,frd,,,0.3978,8,48.36,48.23,49.27,-0.00269,0.01882,frd,0.6630524081623419
AGIO,2022-06-28,frd,,,0.3506,6,22.61,22.38,25.35,-0.01017,0.12119,frd,0.5844029991148003
AGIO,2022-08-08,frd,,,0.3969,4,29.38,27.37,28.31,-0.06841,-0.03642,frd,0.6614998036807677
AGIO,2024-05-28,gap_and_go,0.22222,5.431,,,38.81,38.0,47.35,-0.02087,0.22005,long,1.0
AGIO,2024-06-06,frd,,,0.3437,3,47.8,47.61,46.77,-0.00397,-0.02155,frd,0.5728307478454676
AGIO,2024-11-12,frd,,,0.3487,5,59.02,58.6,54.41,-0.00712,-0.07811,frd,0.58108396962674
AGIO,2025-12-01,frd,,,0.3071,6,27.84,26.98,27.28,-0.03089,-0.02011,frd,0.5117875681510006
VCEL,2021-03-22,frd,,,0.3096,3,57.66,55.57,51.05,-0.03625,-0.11464,frd,0.5159255078564402
GT,2020-06-09,frd,,,0.3732,6,9.81,9.51,9.05,-0.03058,-0.07747,frd,0.6219885295497318
GT,2021-02-12,frd,,,0.3138,8,14.07,14.2,16.82,0.00924,0.19545,frd,0.5229358097835556
GT,2023-05-16,frd,,,0.3067,5,14.61,14.7,13.76,0.00616,-0.05818,frd,0.5112474505997813
GT,2025-02-20,frd,,,0.3011,3,10.55,9.98,9.46,-0.05403,-0.10332,frd,0.5018359884077406
EYE,2025-05-14,frd,,,0.462,8,18.63,18.605,18.65,-0.00134,0.00107,frd,0.770025990706234
NTLA,2020-05-26,frd,,,0.3327,7,19.1,17.85,20.26,-0.06545,0.06073,frd,0.5544973302770544
NTLA,2020-09-17,frd,,,0.3148,6,22.45,23.51,20.82,0.04722,-0.07261,frd,0.5247090456185333
NTLA,2020-12-11,frd,,,0.4661,7,53.26,52.1,55.41,-0.02178,0.04037,frd,0.7769030117019431
NTLA,2021-01-11,frd,,,0.4404,5,72.78,75.69,83.68,0.03998,0.14977,frd,0.7340685788116668
NTLA,2021-03-12,frd,,,0.416,3,65.52,68.06,65.7,0.03877,0.00275,frd,0.6932818560722396
NTLA,2021-04-01,frd,,,0.3111,5,80.06,80.23,70.64,0.00212,-0.11766,frd,0.5185699083429797
NTLA,2021-07-02,frd,,,1.1753,7,163.71,149.45,148.03,-0.08711,-0.09578,frd,1.0
NTLA,2022-06-27,frd,,,0.3876,7,53.4,52.03,63.18,-0.02566,0.18315,frd,0.6460551449864054
NTLA,2025-02-20,frd,,,0.3333,5,12.25,12.17,10.86,-0.00653,-0.11347,frd,0.5555554980290559
NTLA,2025-09-19,frd,,,0.4107,4,15.59,17.26,16.31,0.10712,0.04618,frd,0.6844717604677447
NTLA,2026-01-23,frd,,,0.3395,4,14.63,13.95,13.15,-0.04648,-0.10116,frd,0.5658522566449288
TILE,2024-11-07,frd,,,0.4156,4,24.5,25.03,25.37,0.02163,0.03551,frd,0.6926159620521676
PRCT,2023-11-06,frd,,,0.3624,4,32.82,33.09,32.1,0.00823,-0.02194,frd,0.6039909387271836
PRCT,2024-10-28,gap_and_go,0.27934,6.528,,,91.0,96.69,97.07,0.06253,0.0667,long,1.0
PRCT,2024-10-30,frd,,,0.4468,3,93.03,90.0,98.23,-0.03257,0.0559,frd,0.7446755397333179
NRIX,2021-07-26,frd,,,0.3527,7,29.41,29.1,31.91,-0.01054,0.08501,frd,0.5878468040360877
NRIX,2022-06-24,frd,,,0.3515,4,12.67,12.28,13.32,-0.03078,0.0513,frd,0.5858171012664299
NRIX,2022-07-11,frd,,,0.5267,7,16.84,15.97,15.27,-0.05166,-0.09323,frd,0.8778733479990901
NRIX,2023-12-11,frd,,,0.4828,8,8.41,8.29,9.0,-0.01427,0.07015,frd,0.8045977294988392
NRIX,2024-03-04,frd,,,0.3294,5,13.46,13.34,14.13,-0.00892,0.04978,frd,0.549019717840177
NRIX,2024-06-24,frd,,,0.4032,4,21.03,20.8,20.91,-0.01094,-0.00571,frd,0.6719366281125927
NRIX,2025-11-25,frd,,,0.3525,4,17.0,17.2,16.83,0.01176,-0.01,frd,0.587539327782969
NRIX,2025-12-09,frd,,,0.3131,4,19.55,19.61,18.84,0.00307,-0.03632,frd,0.5219162907673401
FMC,2026-04-01,frd,,,0.3155,7,17.15,17.75,17.21,0.03499,0.0035,frd,0.5258465893333217
ARDX,2024-01-10,frd,,,0.4967,3,9.08,8.72,8.04,-0.03965,-0.11454,frd,0.8278510130646064
ARDX,2024-05-03,gap_and_go,0.23122,4.841,,,8.72,9.15,7.77,0.04931,-0.10894,long,1.0
ARDX,2024-05-08,frd,,,0.4547,5,8.48,8.06,7.85,-0.04953,-0.07429,frd,0.7578125731476262
ARDX,2026-01-12,frd,,,0.3921,3,7.36,7.04,7.76,-0.04348,0.05435,frd,0.6534771734933996
TE,2021-02-04,frd,,,0.4081,5,13.89,13.95,13.07,0.00432,-0.05904,frd,0.6801713045363266
TE,2025-10-15,gap_and_go,0.24813,5.685,,,5.24,4.69,4.11,-0.10496,-0.21565,long,1.0
TE,2025-12-10,frd,,,0.4889,4,6.15,5.87,5.42,-0.04553,-0.1187,frd,0.8148967726669344
TE,2025-12-23,frd,,,0.3469,3,7.11,7.05,6.68,-0.00844,-0.06048,frd,0.5781058081111115
NVRI,2022-08-09,frd,,,0.3521,5,6.28,6.52,6.55,0.03822,0.04299,frd,0.5868053865377617
NVRI,2022-11-02,frd,,,0.4148,6,5.51,5.66,6.25,0.02722,0.1343,frd,0.6914119821753132
NVRI,2023-05-09,frd,,,0.3991,4,9.31,9.42,9.02,0.01182,-0.03115,frd,0.6651717928799018
NVRI,2025-11-26,frd,,,0.4008,5,18.34,18.34,18.13,0.0,-0.01145,frd,0.6679389118474448
GLUE,2025-10-16,frd,,,0.5054,6,10.31,10.05,10.38,-0.02522,0.00679,frd,0.842366640559079
GLUE,2025-10-31,frd,,,0.3914,6,12.85,12.07,12.31,-0.0607,-0.04202,frd,0.6524063632955692
GLUE,2026-01-07,gap_and_go,0.36852,19.408,,,23.28,25.31,24.06,0.0872,0.03351,long,1.0
GLUE,2026-01-09,frd,,,0.7576,3,24.28,23.72,23.71,-0.02306,-0.02348,frd,1.0
AMLX,2022-09-12,frd,,,0.7423,3,28.12,29.59,30.92,0.05228,0.09957,frd,1.0
AMLX,2024-11-12,frd,,,0.334,8,6.24,5.68,5.22,-0.08974,-0.16346,frd,0.5566098150701233
AMLX,2025-04-28,frd,,,0.4031,6,5.01,4.9,5.15,-0.02196,0.02794,frd,0.6719023678814136
AMLX,2025-07-15,frd,,,0.3349,6,8.12,8.43,7.87,0.03818,-0.03079,frd,0.5582009504751897
AMLX,2026-04-10,frd,,,0.3574,7,16.36,16.47,18.36,0.00672,0.12225,frd,0.5956112048259706
OPRA,2023-07-06,frd,,,0.364,6,22.98,24.5,27.83,0.06614,0.21105,frd,0.6065889577382573
OPRA,2024-03-04,frd,,,0.334,5,13.99,12.83,15.41,-0.08292,0.1015,frd,0.5566068729995696
OPRA,2026-03-02,frd,,,0.34,4,15.45,15.42,15.07,-0.00194,-0.0246,frd,0.5666945917159937
PEB,2020-05-28,frd,,,0.5735,8,14.09,13.66,15.65,-0.03052,0.11072,frd,0.9558316165220886
PEB,2020-06-09,frd,,,0.3411,6,17.35,15.58,15.28,-0.10202,-0.11931,frd,0.5685700218968094
QFIN,2020-07-10,frd,,,0.4556,6,15.42,14.46,15.11,-0.06226,-0.0201,frd,0.7594148921660895
QFIN,2021-02-17,frd,,,0.556,6,26.7,29.65,25.69,0.11049,-0.03783,frd,0.9266699966234214
QFIN,2021-03-15,frd,,,0.5002,4,29.15,31.73,29.0,0.08851,-0.00515,frd,0.8337303568759284
QFIN,2021-05-26,frd,,,0.3275,8,28.73,29.59,31.21,0.02993,0.08632,frd,0.5458848407023132
QFIN,2021-11-17,frd,,,0.3619,7,26.83,25.88,25.08,-0.03541,-0.06523,frd,0.6031128994257328
QFIN,2022-11-16,frd,,,0.3247,4,14.87,15.34,13.68,0.03161,-0.08003,frd,0.5411954048099645
FIVN,2024-11-12,frd,,,0.3088,5,39.27,40.35,37.68,0.0275,-0.04049,frd,0.5146815609768335
VIR,2021-01-19,frd,,,0.413,5,38.96,43.37,77.38,0.11319,0.98614,frd,0.6883538104785613
VIR,2021-01-28,frd,,,1.0496,3,58.73,64.54,64.75,0.09893,0.1025,frd,1.0
VIR,2021-03-12,frd,,,0.4583,3,52.82,52.1,53.67,-0.01363,0.01609,frd,0.7637578461452276
VIR,2021-12-01,frd,,,0.5312,4,46.97,45.94,41.89,-0.02193,-0.10815,frd,0.885265268556069
VIR,2024-05-06,frd,,,0.3617,6,10.22,9.93,9.77,-0.02838,-0.04403,frd,0.6028833961304322
VIR,2024-11-07,frd,,,0.3578,4,9.77,9.6,8.64,-0.0174,-0.11566,frd,0.5963507759394966
VIR,2024-12-04,frd,,,0.365,8,8.375,7.97,7.82,-0.04836,-0.06627,frd,0.6083086354316151
RXT,2022-09-13,frd,,,0.365,4,5.8,5.69,5.28,-0.01897,-0.08966,frd,0.6083513374543873
BAND,2020-05-12,frd,,,0.3979,8,107.55,109.33,111.42,0.01655,0.03598,frd,0.6631051828740187
BAND,2022-11-02,gap_and_go,0.32358,20.837,,,17.42,17.05,17.26,-0.02124,-0.00918,long,1.0
BAND,2024-03-04,frd,,,0.7299,4,19.25,18.31,20.16,-0.04883,0.04727,frd,1.0
MUX,2021-02-02,frd,,,0.6044,3,12.2,12.7,11.3,0.04098,-0.07377,frd,1.0
MUX,2024-03-06,frd,,,0.3636,4,7.91,8.06,8.83,0.01896,0.11631,frd,0.6060606912014099
NVAX,2020-05-12,gap_and_go,0.59265,10.42,,,39.82,40.67,53.9,0.02135,0.35359,long,1.0
NVAX,2020-05-14,frd,,,1.3728,5,38.3,43.63,50.07,0.13916,0.30731,frd,1.0
NVAX,2020-06-26,frd,,,0.6358,8,77.39,83.61,79.44,0.08037,0.02649,frd,1.0
NVAX,2020-07-07,gap_and_go,0.30916,3.766,,,104.56,98.3,109.97,-0.05987,0.05174,long,0.9415777229507859
NVAX,2020-07-20,frd,,,0.4889,5,138.23,140.69,139.6,0.0178,0.00991,frd,0.81478742024213
NVAX,2020-09-17,frd,,,0.4082,6,115.51,108.36,102.44,-0.0619,-0.11315,frd,0.6802641482300806
NVAX,2020-12-01,frd,,,0.6146,6,123.47,125.48,120.12,0.01628,-0.02713,frd,1.0
NVAX,2021-01-29,gap_and_go,0.42564,10.488,,,220.94,268.3,290.18,0.21436,0.31339,long,1.0
NVAX,2021-02-02,frd,,,1.1099,4,264.41,284.21,315.87,0.07488,0.19462,frd,1.0
NVAX,2021-03-18,frd,,,0.4281,7,217.26,228.25,178.23,0.05058,-0.17965,frd,0.7135619358458771
NVAX,2021-06-10,frd,,,0.4418,6,204.94,209.68,179.89,0.02313,-0.12223,frd,0.736359562010469
NVAX,2021-08-06,frd,,,0.3171,4,189.89,213.13,257.27,0.12239,0.35484,frd,0.5285413719261939
NVAX,2021-08-16,frd,,,0.3548,5,229.31,234.57,251.0,0.02294,0.09459,frd,0.5913949289992341
NVAX,2022-02-02,frd,,,0.3053,3,89.44,88.49,91.79,-0.01062,0.02627,frd,0.5087768032361804
NVAX,2022-05-05,frd,,,0.417,4,58.66,57.3,47.98,-0.02318,-0.18207,frd,0.6949777461633656
NVAX,2022-06-24,frd,,,0.3757,4,51.67,53.82,57.15,0.04161,0.10606,frd,0.6262170996287305
NVAX,2022-10-14,frd,,,0.3055,4,19.67,20.32,19.34,0.03305,-0.01678,frd,0.509202626040841
NVAX,2022-10-27,frd,,,0.3277,4,22.29,23.02,20.17,0.03275,-0.09511,frd,0.5461776349203037
NVAX,2023-05-09,gap_and_go,0.20403,9.055,,,9.52,8.99,7.64,-0.05567,-0.19748,long,1.0
NVAX,2023-07-12,frd,,,0.3626,3,9.34,9.24,8.11,-0.01071,-0.13169,frd,0.6043437118810283
NVAX,2024-05-15,frd,,,2.0157,3,12.9,14.4,15.7,0.11628,0.21705,frd,1.0
NVAX,2024-07-17,frd,,,0.3885,5,15.85,14.96,15.4,-0.05615,-0.02839,frd,0.6475225678754597
NVAX,2025-01-08,frd,,,0.3644,5,9.61,9.32,8.53,-0.03018,-0.11238,frd,0.6073980515018217
AMRC,2025-08-05,gap_and_go,0.29641,3.803,,,24.88,20.37,19.68,-0.18127,-0.209,long,0.9506373745592622
RES,2022-03-09,frd,,,0.3058,5,10.66,11.6,9.75,0.08818,-0.08537,frd,0.5096418872362163
DCH,2020-05-11,frd,,,0.5051,3,5.62,5.27,6.64,-0.06228,0.18149,frd,0.8417508336421938
DCH,2020-05-19,frd,,,0.3551,3,6.43,6.79,7.91,0.05599,0.23017,frd,0.5918366453241496
DCH,2021-03-15,frd,,,0.319,6,12.46,11.54,10.71,-0.07384,-0.14045,frd,0.5316973365279799
DCH,2022-06-03,frd,,,0.3088,6,8.74,9.14,8.88,0.04577,0.01602,frd,0.5147057276696114
KW,2025-11-05,gap_and_go,0.30656,7.657,,,9.8,9.57,9.62,-0.02347,-0.01837,long,1.0
APPN,2020-05-27,frd,,,0.3699,8,60.1,59.28,61.04,-0.01364,0.01564,frd,0.6164983223032402
APPN,2020-11-11,frd,,,0.5272,7,90.12,94.4,110.93,0.04749,0.23091,frd,0.878620308954324
APPN,2020-11-24,frd,,,0.5206,8,132.81,174.9,136.26,0.31692,0.02598,frd,0.8677317115988494
APPN,2025-11-13,frd,,,0.5792,6,43.05,43.27,40.08,0.00511,-0.06899,frd,0.9653979234186976
ENVX,2022-05-31,frd,,,0.3304,4,12.03,12.1,13.37,0.00582,0.11139,frd,0.550740401227922
ENVX,2022-07-21,frd,,,0.3415,7,11.34,10.78,11.86,-0.04938,0.04586,frd,0.5691531334944725
ENVX,2022-08-02,frd,,,0.3261,4,13.33,13.51,14.41,0.0135,0.08102,frd,0.5435493770951793
ENVX,2022-08-11,gap_and_go,0.24087,6.978,,,21.13,22.75,20.01,0.07667,-0.05301,long,1.0
ENVX,2022-08-17,frd,,,0.8219,6,21.41,20.01,24.61,-0.06539,0.14946,frd,1.0
ENVX,2023-04-03,frd,,,0.3265,3,14.31,14.25,13.84,-0.00419,-0.03284,frd,0.5441874482542585
ENVX,2023-07-06,frd,,,0.468,6,18.63,18.74,20.77,0.0059,0.11487,frd,0.779979725213378
ENVX,2024-05-02,gap_and_go,0.35945,5.726,,,9.47,10.09,9.14,0.06547,-0.03485,long,1.0
ENVX,2024-05-06,frd,,,0.6118,3,9.78,9.0,8.78,-0.07975,-0.10225,frd,1.0
ENVX,2024-06-26,frd,,,0.363,3,15.03,15.69,15.28,0.04391,0.01663,frd,0.6049175486088773
ENVX,2024-10-08,frd,,,0.4114,4,11.815,12.55,11.93,0.06221,0.00973,frd,0.6857031399301069
ENVX,2024-12-27,frd,,,0.4222,4,11.28,11.0,12.46,-0.02482,0.10461,frd,0.7036115516922969
ENVX,2025-05-15,frd,,,0.312,6,7.79,8.28,7.74,0.0629,-0.00642,frd,0.5199779887588579
ENVX,2025-07-11,frd,,,0.3911,6,14.07,14.65,15.54,0.04122,0.10448,frd,0.6518884098906773
AHCO,2024-02-29,frd,,,0.3712,3,10.23,10.52,10.96,0.02835,0.07136,frd,0.6186027529144789
AHCO,2025-02-27,frd,,,0.3136,3,11.09,11.38,10.75,0.02615,-0.03066,frd,0.5226825704183162
HCSG,2024-02-14,gap_and_go,0.25793,3.476,,,12.03,12.42,12.2,0.03242,0.01413,long,0.8690567071857811
HCSG,2025-05-05,frd,,,0.5707,8,14.57,14.39,14.49,-0.01235,-0.00549,frd,0.9511158293723587
XHR,2020-06-09,frd,,,0.6061,4,13.37,11.69,11.57,-0.12565,-0.13463,frd,1.0
XHR,2020-11-09,gap_and_go,0.23436,4.313,,,11.88,12.04,12.58,0.01347,0.05892,long,1.0
GILT,2021-01-27,frd,,,0.3836,3,12.45,11.68,13.15,-0.06185,0.05622,frd,0.6393443306404627
GILT,2021-02-11,frd,,,0.7662,8,19.04,21.3,15.34,0.1187,-0.19433,frd,1.0
GILT,2026-04-09,frd,,,0.3118,6,17.76,17.71,18.65,-0.00282,0.05011,frd,0.5197382285494572
UAMY,2025-09-22,frd,,,0.4139,6,6.45,7.3,6.39,0.13178,-0.0093,frd,0.689905430416683
UAMY,2025-10-13,gap_and_go,0.20311,3.248,,,16.71,17.47,13.43,0.04548,-0.19629,long,0.8119983977770041
UAMY,2025-10-15,frd,,,1.3262,8,13.76,12.56,13.11,-0.08721,-0.04724,frd,1.0
UAMY,2025-12-26,frd,,,0.4143,4,6.24,5.61,6.87,-0.10096,0.10096,frd,0.6904232473383848
UAMY,2026-01-08,frd,,,0.5618,4,7.41,7.65,8.29,0.03239,0.11876,frd,0.9362550406294706
STGW,2023-03-07,frd,,,0.3564,3,9.0,8.79,6.57,-0.02333,-0.27,frd,0.5940108222606221
ZD,2026-03-06,frd,,,0.6119,4,42.32,40.24,39.46,-0.04915,-0.06758,frd,1.0
AIP,2025-12-12,frd,,,0.365,8,16.29,15.93,15.74,-0.0221,-0.03376,frd,0.6083738473953418
AIP,2026-04-27,frd,,,0.3247,8,26.6,25.65,28.85,-0.03571,0.08459,frd,0.541232788984042
BKSY,2022-06-01,frd,,,1.7712,4,22.48,22.88,19.52,0.01779,-0.13167,frd,1.0
BKSY,2024-11-26,frd,,,0.3504,6,10.77,10.95,11.07,0.01671,0.02786,frd,0.5839271145160481
BKSY,2025-02-05,frd,,,0.3189,4,17.66,16.64,16.36,-0.05776,-0.07361,frd,0.5315450400289751
BKSY,2025-04-30,frd,,,0.3017,6,8.36,8.58,8.74,0.02632,0.04545,frd,0.5027651999692945
BKSY,2025-05-12,frd,,,0.3525,3,11.52,11.84,11.77,0.02778,0.0217,frd,0.5874317412816319
BKSY,2025-06-25,frd,,,0.5367,4,17.28,20.48,20.27,0.18519,0.17303,frd,0.8945222273509079
BKSY,2025-10-08,frd,,,0.5297,7,30.07,29.95,31.63,-0.00399,0.05188,frd,0.8828006949936178
BKSY,2025-11-28,frd,,,0.3508,7,17.72,16.57,18.29,-0.0649,0.03217,frd,0.584728505356023
BKSY,2025-12-23,frd,,,0.3295,3,21.68,21.22,18.75,-0.02122,-0.13515,frd,0.5491387867191649
BKSY,2026-01-07,frd,,,0.3216,3,24.26,24.95,27.65,0.02844,0.13974,frd,0.5360000610351563
BKSY,2026-04-08,frd,,,0.5541,5,33.41,32.65,33.08,-0.02275,-0.00988,frd,0.9234747812410681
BCAX,2025-04-25,frd,,,0.4513,8,14.54,14.81,14.5,0.01857,-0.00275,frd,0.7520890513942772
BCAX,2025-10-08,frd,,,0.6981,8,18.0,18.26,18.81,0.01444,0.045,frd,1.0
KDK,2025-12-15,frd,,,0.4865,8,8.25,8.81,10.88,0.06788,0.31879,frd,0.8108915253712032
KDK,2026-04-20,frd,,,0.4027,4,9.9,9.79,8.75,-0.01111,-0.11616,frd,0.6711711668172892
AVAH,2025-08-13,frd,,,0.9153,5,7.15,7.2,7.2,0.00699,0.00699,frd,1.0
HLX,2021-03-11,frd,,,0.3387,6,6.46,6.16,5.36,-0.04644,-0.17028,frd,0.5644623028515565
HLX,2021-06-07,frd,,,0.343,7,6.19,6.3,6.02,0.01777,-0.02746,frd,0.5717256115717508
HLX,2022-03-09,frd,,,0.3417,5,5.18,5.31,4.46,0.0251,-0.139,frd,0.5695142910371987
HLX,2022-11-01,frd,,,0.5317,8,6.94,6.77,6.85,-0.0245,-0.01297,frd,0.8862143461201161
CRML,2025-10-06,gap_and_go,0.44048,33.027,,,11.59,10.02,23.28,-0.13546,1.00863,long,1.0
CRML,2025-10-15,frd,,,1.991,5,22.72,19.42,15.05,-0.14525,-0.33759,frd,1.0
CRML,2025-12-08,frd,,,0.353,4,9.75,10.33,8.17,0.05949,-0.16205,frd,0.5883009991116926
CRML,2026-01-08,frd,,,0.9899,5,13.47,14.975,17.25,0.11173,0.28062,frd,1.0
CRML,2026-04-17,gap_and_go,0.22006,9.634,,,12.56,11.94,11.51,-0.04936,-0.0836,long,1.0
CRML,2026-04-20,frd,,,0.4289,3,11.94,10.34,14.45,-0.134,0.21022,frd,0.7148275453403065
SHLS,2021-06-02,frd,,,0.3,8,27.92,25.78,29.23,-0.07665,0.04692,frd,0.5000000591425934
SHLS,2022-03-02,frd,,,0.3792,4,15.48,15.04,16.2,-0.02842,0.04651,frd,0.6319443384806316
SHLS,2022-05-05,frd,,,0.4138,3,13.8,13.57,11.06,-0.01667,-0.19855,frd,0.6897128095985636
SHLS,2022-06-06,gap_and_go,0.20898,2.068,,,18.66,19.08,17.44,0.02251,-0.06538,long,0.5169319186560566
SHLS,2022-08-01,frd,,,0.3201,3,22.385,22.76,23.78,0.01675,0.06232,frd,0.5335195218202287
SHLS,2022-11-18,frd,,,0.3867,3,30.54,30.52,29.05,-0.00065,-0.04879,frd,0.6445631805080452
SHLS,2023-05-09,gap_and_go,0.21197,3.526,,,24.11,23.38,23.53,-0.03028,-0.02406,long,0.881407281062332
SHLS,2023-05-10,frd,,,0.3306,3,23.38,22.89,23.57,-0.02096,0.00813,frd,0.5509565391546621
SHLS,2025-07-08,frd,,,0.4824,4,5.715,5.745,5.83,0.00525,0.02012,frd,0.8039216434254366
SHLS,2025-08-21,frd,,,0.3399,4,5.76,6.48,6.59,0.125,0.1441,frd,0.5664487621349339
URGN,2023-07-31,frd,,,1.5577,3,21.66,20.3,20.0,-0.06279,-0.07664,frd,1.0
URGN,2025-06-17,frd,,,1.0427,5,13.24,14.87,13.72,0.12311,0.03625,frd,1.0
ARI,2020-06-09,frd,,,0.4775,6,11.1,10.61,10.15,-0.04414,-0.08559,frd,0.7958688788512956
ASAN,2021-01-20,frd,,,0.4163,8,39.57,39.68,35.0,0.00278,-0.11549,frd,0.6938993810450832
ASAN,2022-02-11,frd,,,0.403,5,61.56,68.66,63.14,0.11533,0.02567,frd,0.6715878137183279
ASAN,2022-03-21,frd,,,0.3329,4,43.16,42.82,39.1,-0.00788,-0.09407,frd,0.5548809889732677
ASAN,2022-06-27,frd,,,0.3061,5,20.39,18.97,20.15,-0.06964,-0.01177,frd,0.510204124467818
ASAN,2022-08-09,frd,,,0.4734,8,24.67,27.32,26.72,0.10742,0.0831,frd,0.7889873036562307
ASAN,2022-09-13,frd,,,0.6111,6,25.42,25.18,23.84,-0.00944,-0.06216,frd,1.0
ASAN,2023-03-10,frd,,,0.4392,6,19.15,20.72,21.76,0.08198,0.13629,frd,0.731928395807213
ASAN,2024-12-06,gap_and_go,0.29366,12.435,,,22.19,24.87,24.15,0.12078,0.08833,long,1.0
KSS,2020-06-09,frd,,,0.5,6,26.82,23.95,24.82,-0.10701,-0.07457,frd,0.8333334160314214
KSS,2022-01-24,gap_and_go,0.31746,8.338,,,63.71,62.27,59.71,-0.0226,-0.06278,long,1.0
KSS,2025-08-15,frd,,,0.3004,4,13.77,13.64,13.89,-0.00944,0.00871,frd,0.5005995484054757
KSS,2025-11-25,gap_and_go,0.23903,8.58,,,22.42,24.1,22.97,0.07493,0.02453,long,1.0
KSS,2025-12-01,frd,,,0.6393,5,24.13,24.71,22.7,0.02404,-0.05926,frd,1.0
SBET,2025-05-27,gap_and_go,4.04911,108.142,,,35.83,29.16,50.29,-0.18616,0.40357,long,1.0
SBET,2025-05-28,frd,,,11.8423,3,29.16,79.21,59.2,1.71639,1.03018,frd,1.0
SBET,2025-07-17,frd,,,1.9526,8,36.4,28.98,23.32,-0.20385,-0.35934,frd,1.0
SBET,2025-08-11,frd,,,0.3956,5,22.34,22.47,20.12,0.00582,-0.09937,frd,0.6592766363360388
TBLA,2022-03-23,frd,,,0.303,6,5.57,5.39,5.26,-0.03232,-0.05566,frd,0.5049354457690767
NNE,2024-06-26,frd,,,3.116,7,24.02,16.22,23.65,-0.32473,-0.0154,frd,1.0
NNE,2024-08-20,frd,,,0.6647,4,10.91,11.2,10.72,0.02658,-0.01742,frd,1.0
NNE,2024-09-16,frd,,,1.1757,5,14.15,12.39,14.17,-0.12438,0.00141,frd,1.0
NNE,2024-11-11,frd,,,0.3583,4,21.6,23.22,22.69,0.075,0.05046,frd,0.5972222947569784
NNE,2025-01-27,frd,,,1.1829,8,33.26,34.79,38.1,0.046,0.14552,frd,1.0
NNE,2025-10-08,frd,,,0.4686,5,47.04,47.41,52.72,0.00787,0.12075,frd,0.7810338455771163
NNE,2026-01-07,frd,,,0.3294,3,31.36,33.05,34.37,0.05389,0.09598,frd,0.5490767577403785
