ticker,date,signal_type,gap_pct,vol_ratio,run_pct,green_days,t0_close,t1_close,t5_close,next_day_return,five_day_return,direction,direction_confidence
HLF,2023-02-16,frd,,,0.3049,4,20.17,20.43,19.48,0.01289,-0.03421,frd,0.5081801077024046
HLF,2025-02-20,gap_and_go,0.28648,10.252,,,8.02,8.31,8.26,0.03616,0.02993,long,1.0
HLF,2025-02-25,frd,,,0.548,3,8.29,8.62,8.13,0.03981,-0.0193,frd,0.9134045036846278
HLF,2025-11-24,frd,,,0.3625,4,11.95,11.83,12.45,-0.01004,0.04184,frd,0.6041665740988492
ARLO,2020-12-09,frd,,,0.4689,4,7.79,7.91,8.42,0.0154,0.08087,frd,0.7815276168323005
ARLO,2024-03-04,frd,,,0.3505,5,11.4,10.93,11.09,-0.04123,-0.02719,frd,0.5840942950173277
ARLO,2025-05-16,frd,,,0.3454,8,13.71,13.63,13.3,-0.00584,-0.02991,frd,0.5756097498948013
ARLO,2026-03-02,frd,,,0.3739,4,15.29,15.09,14.07,-0.01308,-0.07979,frd,0.6231756385818212
GCT,2022-11-08,frd,,,0.3817,3,5.43,5.66,6.61,0.04236,0.21731,frd,0.6362217493059712
GCT,2022-11-29,frd,,,0.3912,4,7.92,7.37,7.34,-0.06944,-0.07323,frd,0.6520468110217316
GCT,2023-05-25,frd,,,0.3586,3,5.79,6.45,6.78,0.11399,0.17098,frd,0.5977229200904465
GCT,2023-11-06,frd,,,0.3127,5,10.37,10.33,9.14,-0.00386,-0.11861,frd,0.5210867014065536
GCT,2023-12-07,frd,,,0.4033,4,13.39,13.33,13.14,-0.00448,-0.01867,frd,0.6721536297330788
GCT,2024-02-09,frd,,,0.3366,6,29.28,31.54,34.5,0.07719,0.17828,frd,0.5610562316781432
GCT,2024-04-04,frd,,,0.3926,5,33.58,34.75,33.795,0.03484,0.0064,frd,0.6542969397560219
GCT,2024-09-30,frd,,,0.3252,4,22.98,25.21,27.38,0.09704,0.19147,frd,0.5419222740729804
GCT,2025-08-14,frd,,,0.4824,5,31.93,32.27,29.95,0.01065,-0.06201,frd,0.8040468407452386
GCT,2026-02-27,frd,,,0.3891,3,44.34,43.01,42.76,-0.03,-0.03563,frd,0.64853143929439
CNXC,2025-03-28,frd,,,0.4476,4,56.95,55.64,48.27,-0.023,-0.15241,frd,0.7459752382876852
TROX,2020-06-09,frd,,,0.3268,6,8.56,7.97,7.79,-0.06893,-0.08995,frd,0.544678864649746
TROX,2020-11-04,frd,,,0.3433,4,11.08,11.7,11.65,0.05596,0.05144,frd,0.5721096536730157
TROX,2026-01-13,frd,,,0.3597,7,5.55,5.72,6.17,0.03063,0.11171,frd,0.5995203727242747
TROX,2026-04-01,frd,,,0.3937,7,9.38,9.18,8.9,-0.02132,-0.05117,frd,0.6562054538197172
STAA,2020-06-24,frd,,,0.4052,8,55.09,60.01,60.43,0.08931,0.09693,frd,0.6753572483119377
STAA,2023-01-18,frd,,,0.342,8,70.71,69.53,69.42,-0.01669,-0.01824,frd,0.5699764052884672
STAA,2024-04-10,frd,,,0.3373,4,51.08,51.6,46.34,0.01018,-0.0928,frd,0.5622387342430155
STAA,2025-08-05,gap_and_go,0.44781,60.457,,,27.02,26.9,27.39,-0.00444,0.01369,long,1.0
FTRE,2024-11-08,gap_and_go,0.29363,6.426,,,23.5,22.75,19.34,-0.03191,-0.17702,long,1.0
FTRE,2025-07-29,frd,,,0.4742,5,6.36,6.2,6.56,-0.02516,0.03145,frd,0.7904149179226108
FTRE,2025-08-08,frd,,,0.326,4,6.58,6.39,8.04,-0.02888,0.22188,frd,0.543345458038767
FTRE,2025-09-04,frd,,,0.3802,8,10.51,11.63,10.23,0.10657,-0.02664,frd,0.6337421429610154
PRG,2020-06-09,frd,,,0.3598,7,41.1111,38.7023,38.592,-0.05859,-0.06128,frd,0.5997056832816451
PRG,2022-11-02,frd,,,0.3799,7,16.21,16.41,17.0,0.01234,0.04874,frd,0.6330954391047673
PRG,2024-07-31,frd,,,0.3555,7,45.06,44.18,39.97,-0.01953,-0.11296,frd,0.5924286477225134
BHVN,2023-01-17,frd,,,0.357,6,17.22,16.83,18.73,-0.02265,0.08769,frd,0.5950654481504635
BHVN,2023-06-05,frd,,,0.4413,5,21.65,22.63,23.96,0.04527,0.1067,frd,0.7354567300593257
BHVN,2025-04-25,frd,,,0.328,8,19.84,21.74,22.85,0.09577,0.15171,frd,0.54672706242886
TTI,2023-08-04,frd,,,0.3141,5,5.28,5.34,5.32,0.01136,0.00758,frd,0.523581102642646
TTI,2025-10-16,frd,,,0.3667,3,7.08,7.15,7.99,0.00989,0.12853,frd,0.6112103929456536
KALV,2021-02-16,frd,,,1.8979,6,42.1,39.205,34.0,-0.06876,-0.1924,frd,1.0
KALV,2025-07-08,frd,,,0.3322,4,14.95,15.99,15.17,0.06957,0.01472,frd,0.5535898589231295
RCAT,2024-11-26,frd,,,1.0274,4,8.36,9.27,8.39,0.10885,0.00359,frd,1.0
RCAT,2024-12-27,frd,,,0.6454,5,12.26,14.09,14.19,0.14927,0.15742,frd,1.0
RCAT,2025-06-05,frd,,,0.3563,3,7.32,8.16,8.75,0.11475,0.19536,frd,0.5938375219939477
RCAT,2025-10-08,frd,,,0.4586,7,14.35,14.66,14.67,0.0216,0.0223,frd,0.764299714183002
RCAT,2025-12-23,frd,,,0.3382,3,9.18,9.09,7.93,-0.0098,-0.13617,frd,0.563618878977735
RCAT,2026-01-06,frd,,,0.3992,3,10.82,10.45,13.06,-0.0342,0.20702,frd,0.6653828994237596
RCAT,2026-03-09,frd,,,0.3185,5,14.095,14.67,15.54,0.04079,0.10252,frd,0.5307582488738048
CRVS,2020-07-09,frd,,,1.0654,3,5.02,4.4,4.18,-0.12351,-0.16733,frd,1.0
CRVS,2021-09-22,frd,,,2.7743,3,7.49,7.03,6.32,-0.06142,-0.15621,frd,1.0
CRVS,2026-01-20,gap_and_go,0.67826,49.16,,,21.41,22.15,22.08,0.03456,0.03129,long,1.0
CRVS,2026-01-23,frd,,,2.9262,6,25.1,23.01,20.7,-0.08327,-0.1753,frd,1.0
RLJ,2020-05-28,frd,,,0.3775,8,10.63,10.31,12.36,-0.0301,0.16275,frd,0.6291254578246579
RLJ,2020-06-09,frd,,,0.452,6,13.22,11.68,11.11,-0.11649,-0.15961,frd,0.7533138793647364
OI,2020-06-09,frd,,,0.3047,4,9.5,9.08,9.14,-0.04421,-0.03789,frd,0.5078431671740962
ASM,2025-12-01,frd,,,0.3115,5,5.57,5.46,5.58,-0.01975,0.0018,frd,0.5191256555999127
MLTX,2025-06-05,frd,,,0.3374,5,48.83,46.88,44.02,-0.03993,-0.09851,frd,0.5623963708838678
MLTX,2025-10-08,frd,,,0.3144,4,9.1,9.38,9.89,0.03077,0.08681,frd,0.524079274831087
MLTX,2026-01-12,frd,,,0.6553,3,18.09,17.1,16.33,-0.05473,-0.09729,frd,1.0
TWO,2023-11-06,frd,,,0.3276,5,13.09,13.14,13.02,0.00382,-0.00535,frd,0.5460637003976326
TWO,2026-01-20,frd,,,0.3545,8,13.31,13.44,13.6,0.00977,0.02179,frd,0.5907781921461698
RVLV,2020-05-15,frd,,,0.4782,6,13.41,13.5,14.59,0.00671,0.08799,frd,0.7970296602773008
RVLV,2020-06-09,frd,,,0.3549,7,16.67,16.4,16.1,-0.0162,-0.03419,frd,0.5914369180069148
RVLV,2020-08-13,gap_and_go,0.21846,10.975,,,23.8,22.29,20.52,-0.06345,-0.13782,long,1.0
RVLV,2020-12-23,frd,,,0.3324,7,30.86,30.48,31.17,-0.01231,0.01005,frd,0.5539399045443447
RVLV,2022-11-16,frd,,,0.4182,4,26.7,25.97,25.57,-0.02734,-0.04232,frd,0.6969847737068606
RVLV,2024-02-28,gap_and_go,0.20183,5.023,,,21.35,21.93,21.24,0.02717,-0.00515,long,1.0
RVLV,2024-03-04,frd,,,0.4068,7,22.37,21.42,21.42,-0.04247,-0.04247,frd,0.6780185603725853
RVLV,2024-11-06,gap_and_go,0.20676,5.993,,,33.28,32.94,33.34,-0.01022,0.0018,long,1.0
RVLV,2024-11-07,frd,,,0.3409,4,32.94,31.47,33.51,-0.04463,0.0173,frd,0.5680901953057398
WB,2024-10-03,frd,,,0.3365,5,10.6,11.65,10.2,0.09906,-0.03774,frd,0.5608591201895544
WVE,2020-05-13,frd,,,0.3737,3,10.19,10.2,11.17,0.00098,0.09617,frd,0.622759898841305
WVE,2020-09-21,frd,,,0.6003,6,15.05,15.84,9.34,0.05249,-0.3794,frd,1.0
WVE,2021-01-11,frd,,,0.3151,5,9.63,9.31,8.93,-0.03323,-0.07269,frd,0.5252012985966447
WVE,2024-05-06,frd,,,0.3176,5,5.75,5.79,5.69,0.00696,-0.01043,frd,0.5293276350267807
WVE,2024-09-24,gap_and_go,0.20037,28.535,,,8.19,9.01,8.3,0.10012,0.01343,long,1.0
WVE,2024-10-16,gap_and_go,0.40771,6.696,,,14.9,14.61,14.67,-0.01946,-0.01544,long,1.0
WVE,2025-12-08,gap_and_go,0.71295,60.335,,,18.52,21.31,16.11,0.15065,-0.13013,long,1.0
CSIQ,2022-03-23,frd,,,0.301,6,36.15,37.19,35.1,0.02877,-0.02905,frd,0.5017481694733035
CSIQ,2023-01-13,frd,,,0.3591,5,43.0,41.7,42.68,-0.03023,-0.00744,frd,0.5985730606971519
CSIQ,2025-11-04,frd,,,0.502,4,21.99,25.0,29.8,0.13688,0.35516,frd,0.8366315618895636
CSIQ,2025-11-11,frd,,,0.4734,4,29.8,28.46,26.43,-0.04497,-0.11309,frd,0.7889951389353294
WWW,2024-11-12,frd,,,0.4403,4,22.11,21.51,22.35,-0.02714,0.01085,frd,0.733806735054577
LEG,2025-04-29,gap_and_go,0.22146,3.898,,,9.57,9.62,9.15,0.00522,-0.04389,long,0.9744999927848886
LEG,2025-05-02,frd,,,0.337,3,9.53,9.29,9.42,-0.02518,-0.01154,frd,0.5616690262563244
LEG,2025-12-02,frd,,,0.363,8,11.6,11.4,11.06,-0.01724,-0.04655,frd,0.6050226918596351
LADR,2020-06-09,frd,,,0.3082,6,9.38,8.62,8.48,-0.08102,-0.09595,frd,0.513626806718042
AI,2023-02-07,frd,,,0.6902,5,24.53,26.19,23.31,0.06767,-0.04974,frd,1.0
AI,2023-04-04,frd,,,0.3887,4,24.95,21.09,22.04,-0.15471,-0.11663,frd,0.6478064629950896
AI,2023-05-31,frd,,,0.6182,4,40.01,34.72,36.42,-0.13222,-0.08973,frd,1.0
NPKI,2025-05-06,frd,,,0.372,3,7.81,7.92,8.59,0.01408,0.09987,frd,0.6199537313977486
INSP,2025-11-26,frd,,,0.5659,3,127.33,124.41,140.03,-0.02293,0.09974,frd,0.94311686173833
YELP,2020-11-12,frd,,,0.4692,8,27.77,29.09,31.84,0.04753,0.14656,frd,0.7820707936312463
DQ,2020-06-25,frd,,,0.3131,6,14.292,13.952,17.03,-0.02379,0.19158,frd,0.5218220821518453
DQ,2020-12-17,frd,,,0.3964,5,57.14,58.26,54.77,0.0196,-0.04148,frd,0.6606532642645606
DQ,2021-01-08,frd,,,0.43,6,77.11,76.53,72.0,-0.00752,-0.06627,frd,0.7166755532678465
DQ,2021-01-25,frd,,,0.344,4,96.14,101.89,103.41,0.05981,0.07562,frd,0.5733795519228335
DQ,2021-02-04,frd,,,0.3593,3,108.67,109.19,118.91,0.00479,0.09423,frd,0.5988341332963675
DQ,2021-04-27,frd,,,0.3742,5,85.62,85.72,74.51,0.00117,-0.12976,frd,0.6236927225562916
DQ,2022-03-02,frd,,,0.3731,5,50.93,49.77,52.39,-0.02278,0.02867,frd,0.6218775921151286
DQ,2022-06-08,frd,,,0.3459,6,63.64,60.99,57.08,-0.04164,-0.10308,frd,0.5764648264629617
DQ,2024-03-13,frd,,,0.3077,5,29.21,27.11,27.08,-0.07189,-0.07292,frd,0.5128205236934288
DQ,2024-10-03,frd,,,0.3157,5,21.88,24.48,20.0,0.11883,-0.08592,frd,0.5261092221095186
DQ,2025-07-07,frd,,,0.3519,8,17.45,19.32,20.16,0.10716,0.1553,frd,0.5864197048676855
ARRY,2021-11-16,frd,,,0.3215,3,26.65,26.36,22.95,-0.01088,-0.13884,frd,0.5357723701290968
ARRY,2022-03-02,frd,,,0.3772,4,9.36,9.81,10.74,0.04808,0.14744,frd,0.6286721409737549
ARRY,2022-03-25,frd,,,0.3382,8,13.06,12.24,10.94,-0.06279,-0.16233,frd,0.5637254695716335
ARRY,2022-05-05,frd,,,0.4165,3,9.16,8.87,6.2,-0.03166,-0.32314,frd,0.6942316750378482
ARRY,2022-05-24,frd,,,0.3579,5,9.22,9.66,10.93,0.04772,0.18547,frd,0.5964406158020628
ARRY,2022-08-01,frd,,,0.4172,5,15.935,16.9,18.68,0.06056,0.17226,frd,0.695262110306615
ARRY,2023-08-09,gap_and_go,0.20805,5.374,,,22.18,22.51,20.68,0.01488,-0.06763,long,1.0
ARRY,2023-08-14,frd,,,0.329,4,23.12,21.3,20.74,-0.07872,-0.10294,frd,0.5483568218392386
ARRY,2025-05-16,frd,,,0.6746,6,7.68,7.265,6.88,-0.05404,-0.10417,frd,1.0
ARRY,2025-07-08,frd,,,0.3356,4,7.36,7.7,7.42,0.0462,0.00815,frd,0.5593220302454303
ARRY,2025-08-21,frd,,,0.6296,7,8.39,9.07,9.11,0.08105,0.08582,frd,1.0
GIII,2020-06-09,frd,,,0.7444,6,17.28,16.26,14.91,-0.05903,-0.13715,frd,1.0
GIII,2020-11-20,frd,,,0.3947,5,21.43,22.86,20.37,0.06673,-0.04946,frd,0.6578381557958881
GIII,2022-03-21,frd,,,0.3124,4,30.33,29.8,27.8,-0.01747,-0.08342,frd,0.5207462667342817
GIII,2022-06-07,frd,,,0.3167,8,27.09,25.9,22.44,-0.04393,-0.17165,frd,0.5277510191112716
EVLV,2023-05-19,frd,,,0.3818,6,5.52,5.95,5.6,0.0779,0.01449,frd,0.6362890856240211
EVLV,2024-04-02,frd,,,0.4314,3,5.055,4.84,4.63,-0.04253,-0.08408,frd,0.7189543553075795
ACDC,2024-11-29,frd,,,0.3526,6,9.07,8.84,7.41,-0.02536,-0.18302,frd,0.5876543492446711
ACDC,2025-05-16,frd,,,0.5799,5,6.13,6.41,6.48,0.04568,0.0571,frd,0.9664571742041528
ACDC,2026-03-13,frd,,,0.3892,6,6.35,6.53,6.42,0.02835,0.01102,frd,0.6487025017230224
LSPD,2022-03-23,frd,,,0.5945,6,30.57,30.09,31.16,-0.0157,0.0193,frd,0.9907872822846957
LSPD,2022-08-04,frd,,,0.3668,6,21.54,21.81,23.6,0.01253,0.09564,frd,0.6113902615669708
JKS,2020-09-24,frd,,,0.4281,4,32.83,35.59,42.74,0.08407,0.30186,frd,0.7134726595999523
JKS,2020-10-06,frd,,,0.4718,7,47.77,55.91,62.65,0.1704,0.31149,frd,0.7863740988848179
JKS,2020-10-21,frd,,,0.3093,3,68.61,69.37,59.72,0.01108,-0.12957,frd,0.5154279312042452
JKS,2020-12-24,frd,,,0.3486,4,72.21,68.86,64.07,-0.04639,-0.11273,frd,0.5810422738452032
JKS,2021-06-30,frd,,,0.5203,3,56.02,52.07,58.79,-0.07051,0.04945,frd,0.8672301657576281
JKS,2022-03-02,frd,,,0.3587,5,53.25,51.17,57.0,-0.03906,0.07042,frd,0.5979166030883789
JKS,2022-03-21,frd,,,0.3646,4,51.54,54.12,52.03,0.05006,0.00951,frd,0.607746738058635
JKS,2023-01-17,frd,,,0.4736,6,57.5,56.3,58.23,-0.02087,0.0127,frd,0.7893419951231939
JKS,2024-10-01,frd,,,0.3403,3,25.53,25.53,25.99,0.0,0.01802,frd,0.567216340833506
JKS,2024-10-29,frd,,,0.3222,3,24.16,25.35,28.16,0.04925,0.16556,frd,0.5369928205397132
OLMA,2024-02-02,frd,,,0.3665,4,15.23,15.05,15.59,-0.01182,0.02364,frd,0.6108124564679572
OLMA,2024-06-05,frd,,,0.4543,3,13.92,13.29,12.87,-0.04526,-0.07543,frd,0.7571032462829584
OLMA,2025-10-03,frd,,,0.3602,5,11.1,11.06,10.57,-0.0036,-0.04775,frd,0.6003257863417762
OLMA,2025-11-19,frd,,,1.5365,3,19.43,22.01,28.12,0.13278,0.44725,frd,1.0
OLMA,2025-12-01,frd,,,0.4575,6,27.95,27.15,27.98,-0.02862,0.00107,frd,0.762566413623122
OLMA,2025-12-16,frd,,,0.348,4,34.28,32.6,27.67,-0.04901,-0.19282,frd,0.5800101538687855
ADTN,2024-11-12,frd,,,0.3199,4,8.07,7.99,7.92,-0.00991,-0.01859,frd,0.5331179323560407
TDOC,2022-03-21,frd,,,0.3577,4,66.69,69.88,69.82,0.04783,0.04693,frd,0.596245909346251
TDOC,2024-11-26,frd,,,0.346,4,11.37,11.43,11.02,0.00528,-0.03078,frd,0.5767077355336974
TDOC,2025-02-11,frd,,,0.3791,5,13.04,12.55,13.77,-0.03758,0.05598,frd,0.6318406954616839
SBH,2023-12-15,frd,,,0.3097,7,12.94,12.75,13.19,-0.01468,0.01932,frd,0.5161504090764134
ENR,2025-08-04,gap_and_go,0.23442,3.728,,,28.05,29.86,27.9,0.06453,-0.00535,long,0.9320882628364922
AEVA,2025-04-02,frd,,,0.7327,7,7.17,7.31,7.29,0.01953,0.01674,frd,1.0
AEVA,2025-05-19,frd,,,1.0331,7,15.58,14.96,16.13,-0.03979,0.0353,frd,1.0
AEVA,2025-12-05,frd,,,0.5388,3,14.7,15.09,16.01,0.02653,0.08912,frd,0.897932910858063
AEVA,2026-01-06,gap_and_go,0.25745,12.277,,,17.59,16.99,19.9,-0.03411,0.13132,long,1.0
ASST,2024-12-27,frd,,,0.4258,3,9.32,9.2,10.08,-0.01288,0.08155,frd,0.709706917420125
ASST,2025-01-22,gap_and_go,0.36667,9.81,,,27.2,21.2,16.5,-0.22059,-0.39338,long,1.0
ASST,2025-05-08,gap_and_go,0.63717,15.349,,,153.8,162.4,137.4,0.05592,-0.10663,long,1.0
ASST,2025-05-12,frd,,,12.3993,4,140.2,119.4,131.0,-0.14836,-0.06562,frd,1.0
ASST,2025-05-23,frd,,,1.1398,4,209.2,163.6,140.4,-0.21797,-0.32887,frd,1.0
ASST,2025-10-27,gap_and_go,0.30909,27.465,,,32.8,28.8,25.4,-0.12195,-0.22561,long,1.0
ASST,2025-10-28,frd,,,1.1026,3,28.8,25.0,25.0,-0.13194,-0.13194,frd,1.0
ASST,2026-01-07,frd,,,0.4208,4,20.4,20.2,20.6,-0.0098,0.0098,frd,0.70127490315114
ASST,2026-04-21,frd,,,0.6203,7,15.31,16.66,15.28,0.08818,-0.00196,frd,1.0
ATEC,2020-10-14,frd,,,0.6091,8,9.97,10.28,9.75,0.03109,-0.02207,frd,1.0
ATEC,2024-10-31,gap_and_go,0.24199,8.687,,,7.85,8.11,9.41,0.03312,0.19873,long,1.0
ATEC,2024-11-08,frd,,,0.7856,8,9.4,9.7,8.23,0.03191,-0.12447,frd,1.0
ATEC,2025-08-06,frd,,,0.4499,3,15.2,14.9,15.8,-0.01974,0.03947,frd,0.7498425115322782
WGS,2024-10-14,frd,,,0.3941,8,59.75,59.99,58.19,0.00402,-0.02611,frd,0.6567533582600396
WGS,2025-02-18,gap_and_go,0.24388,4.542,,,112.76,111.31,95.85,-0.01286,-0.14996,long,1.0
WGS,2025-06-25,frd,,,0.4194,4,88.93,89.59,89.79,0.00742,0.00967,frd,0.6990422711418951
WGS,2025-11-26,frd,,,0.3198,5,165.61,166.95,161.95,0.00809,-0.0221,frd,0.5330786034032038
GPRE,2020-08-14,frd,,,0.3307,6,16.84,16.55,15.86,-0.01722,-0.05819,frd,0.5512421373391209
GPRE,2021-01-08,frd,,,0.4715,3,18.1,18.53,17.51,0.02376,-0.0326,frd,0.7858443616967183
GPRE,2021-02-17,frd,,,0.3229,7,26.12,26.22,26.04,0.00383,-0.00306,frd,0.5381944674400638
GPRE,2025-05-15,frd,,,0.4016,6,5.05,5.23,4.43,0.03564,-0.12277,frd,0.6693989044340839
GPRE,2025-07-14,frd,,,0.3284,8,7.92,7.89,8.18,-0.00379,0.03283,frd,0.5472636678223313
GPRE,2025-08-27,frd,,,0.3268,4,9.95,11.1,11.15,0.11558,0.1206,frd,0.544619380689897
GPRE,2025-10-16,frd,,,0.3018,3,11.32,11.17,10.56,-0.01325,-0.06714,frd,0.5029368197762086
GPRE,2026-02-12,frd,,,0.3525,8,13.92,13.7,14.02,-0.0158,0.00718,frd,0.5875508941833995
AVNS,2026-04-16,frd,,,0.8057,6,24.66,24.62,24.71,-0.00162,0.00203,frd,1.0
COLL,2025-11-13,frd,,,0.3241,6,46.38,45.98,43.95,-0.00862,-0.05239,frd,0.5401752748223178
EYPT,2023-04-24,frd,,,1.6866,7,7.76,6.88,6.64,-0.1134,-0.14433,frd,1.0
EYPT,2023-07-20,frd,,,0.4888,8,11.8,11.41,10.5,-0.03305,-0.11017,frd,0.8146766840427552
EYPT,2025-01-08,frd,,,0.3134,5,9.11,8.34,7.27,-0.08452,-0.20198,frd,0.5223172583285237
EYPT,2025-04-15,frd,,,0.3826,4,5.67,5.55,6.71,-0.02116,0.18342,frd,0.637610928137525
EYPT,2025-06-09,frd,,,0.5,8,8.93,9.21,8.9,0.03135,-0.00336,frd,0.8333331999896099
EYPT,2025-12-09,frd,,,0.3017,4,17.08,16.72,16.93,-0.02108,-0.00878,frd,0.5028001267386067
NEO,2020-07-10,frd,,,0.3315,8,35.85,34.99,36.41,-0.02399,0.01562,frd,0.5524997410939224
NEO,2023-05-12,frd,,,0.4064,6,19.35,19.13,17.89,-0.01137,-0.07545,frd,0.6773048921056195
NEO,2025-09-03,frd,,,0.3659,5,8.19,8.06,7.48,-0.01587,-0.08669,frd,0.6098192971937578
PRCH,2021-01-21,frd,,,0.4605,6,18.28,17.25,15.75,-0.05635,-0.1384,frd,0.7674235121361836
PRCH,2021-02-11,frd,,,0.581,8,22.76,21.83,21.18,-0.04086,-0.06942,frd,0.9682861884446761
PRCH,2021-08-30,frd,,,0.3081,5,19.5,20.0,22.88,0.02564,0.17333,frd,0.5135785696560596
PRCH,2022-03-21,frd,,,0.3562,4,7.69,8.1,7.12,0.05332,-0.07412,frd,0.5936453820540768
PRCH,2025-02-26,gap_and_go,0.27968,27.739,,,6.6,6.7,7.19,0.01515,0.08939,long,1.0
PRCH,2025-03-03,frd,,,0.8443,3,6.92,6.77,5.805,-0.02168,-0.16113,frd,1.0
PRCH,2025-05-07,gap_and_go,0.26341,11.981,,,10.65,10.88,10.79,0.0216,0.01315,long,1.0
PRCH,2025-05-09,frd,,,0.7408,3,10.31,10.59,10.78,0.02716,0.04559,frd,1.0
PRCH,2025-08-07,frd,,,0.3041,3,14.89,14.2,15.42,-0.04634,0.03559,frd,0.5067751581025293
PRCH,2026-02-13,frd,,,0.3344,5,8.36,8.63,7.53,0.0323,-0.09928,frd,0.5572916235929982
PRCH,2026-04-30,frd,,,0.3173,4,9.63,10.31,11.28,0.07061,0.17134,frd,0.5288253227274995
REAL,2020-12-23,frd,,,0.4064,6,20.3,20.28,19.54,-0.00099,-0.03744,frd,0.6773211103763458
REAL,2021-11-10,frd,,,0.3003,5,15.21,15.72,16.17,0.03353,0.06312,frd,0.5005324935312142
REAL,2022-03-21,frd,,,0.4168,4,8.1,8.28,7.85,0.02222,-0.03086,frd,0.6946827721486092
REAL,2024-11-26,frd,,,0.3358,6,5.29,5.76,6.15,0.08885,0.16257,frd,0.5597326278055538
REAL,2024-12-12,frd,,,0.5245,4,8.86,8.79,8.825,-0.0079,-0.00395,frd,0.8741830332713393
REAL,2025-08-15,frd,,,0.4283,5,7.73,8.04,7.61,0.0401,-0.01552,frd,0.7138534660146373
REAL,2025-09-22,frd,,,0.312,8,10.74,10.53,10.74,-0.01955,0.0,frd,0.520080339973779
REAL,2025-11-11,gap_and_go,0.21231,6.537,,,15.48,14.77,13.66,-0.04587,-0.11757,long,1.0
REAL,2025-11-12,frd,,,0.4307,3,14.77,14.28,13.21,-0.03318,-0.10562,frd,0.71780652785681
CIM,2020-06-09,frd,,,0.4007,6,33.39,31.83,32.79,-0.04672,-0.01797,frd,0.6678698851102355
ABR,2020-06-09,frd,,,0.3064,6,10.45,9.96,9.78,-0.04689,-0.06411,frd,0.510688816375411
PZZA,2025-02-14,frd,,,0.3477,4,49.04,51.08,48.73,0.0416,-0.00632,frd,0.579500648598803
PGY,2022-08-03,frd,,,0.6667,3,322.8,212.28,239.76,-0.34238,-0.25725,frd,1.0
PGY,2023-07-21,frd,,,0.3735,4,25.32,23.04,29.64,-0.09005,0.17062,frd,0.6224900021387455
PGY,2023-11-03,frd,,,0.3036,4,16.92,16.68,14.88,-0.01418,-0.12057,frd,0.5059525055510966
PGY,2024-11-12,frd,,,0.58,5,10.88,10.18,8.62,-0.06434,-0.20772,frd,0.9666354930830955
PGY,2025-02-11,frd,,,0.4019,6,11.315,11.78,16.5,0.0411,0.45824,frd,0.6698995336278968
PGY,2025-02-19,frd,,,0.498,4,16.5,16.06,13.38,-0.02667,-0.18909,frd,0.8300193535911241
PGY,2025-05-13,frd,,,0.3644,3,14.96,15.06,14.55,0.00668,-0.02741,frd,0.607407463921441
PGY,2025-07-24,frd,,,0.4321,6,32.2,31.47,30.05,-0.02267,-0.06677,frd,0.7201645890045288
NEWP,2026-02-27,frd,,,0.6754,7,5.69,5.57,4.62,-0.02109,-0.18805,frd,1.0
ZBIO,2026-01-15,frd,,,0.403,3,19.93,20.16,20.09,0.01154,0.00803,frd,0.6716417467849966
LXU,2021-07-27,frd,,,0.7459,5,6.2923,6.1462,6.3692,-0.02323,0.01222,frd,1.0
LXU,2022-03-02,frd,,,0.5434,7,18.08,19.67,18.59,0.08794,0.02821,frd,0.9056121407711928
CDNA,2020-10-12,frd,,,0.463,8,52.53,52.39,51.32,-0.00267,-0.02303,frd,0.7716467944872938
CDNA,2022-03-21,frd,,,0.4083,4,39.39,40.92,37.95,0.03884,-0.03656,frd,0.6805013604603095
CDNA,2023-11-21,frd,,,0.5292,8,9.5,9.83,9.76,0.03474,0.02737,frd,0.8820432916920653
CDNA,2024-03-05,frd,,,0.4607,6,11.6,11.72,11.02,0.01034,-0.05,frd,0.7678354000504014
CDNA,2024-05-08,frd,,,0.3505,5,10.18,11.06,14.78,0.08644,0.45187,frd,0.5841922751563342
CDNA,2024-05-15,frd,,,0.4971,4,14.78,14.78,15.57,0.0,0.05345,frd,0.8284216297075724
CDNA,2026-04-16,gap_and_go,0.23791,4.677,,,22.42,21.42,20.06,-0.0446,-0.10526,long,1.0
HROW,2024-05-15,frd,,,0.5782,3,15.93,16.16,17.22,0.01444,0.08098,frd,0.9637187935411257
HROW,2025-03-25,frd,,,0.3489,7,28.93,27.65,24.98,-0.04424,-0.13654,frd,0.5815347953195059
TRIP,2021-02-25,frd,,,0.329,6,43.54,49.62,51.69,0.13964,0.18718,frd,0.5484044049573673
TRIP,2025-07-07,frd,,,0.341,3,17.17,17.49,18.16,0.01864,0.05766,frd,0.5683269149713005
SATL,2026-03-27,frd,,,1.1689,6,5.93,4.97,7.05,-0.16189,0.18887,frd,1.0
SATL,2026-04-07,frd,,,0.4185,4,6.95,6.89,7.3,-0.00863,0.05036,frd,0.6975186077633634
XERS,2020-05-26,frd,,,0.401,3,5.39,5.4,4.77,0.00186,-0.11503,frd,0.6682771247117718
XERS,2021-02-08,frd,,,0.4469,5,7.32,7.45,6.44,0.01776,-0.12022,frd,0.7447506610953063
XERS,2025-08-13,frd,,,0.3321,5,7.28,7.3,7.57,0.00275,0.03984,frd,0.5535280308171385
TDAY,2025-11-03,frd,,,0.4402,4,5.27,5.09,5.17,-0.03416,-0.01898,frd,0.733695695013577
TIGR,2021-01-06,frd,,,0.3237,3,9.25,9.35,12.48,0.01081,0.34919,frd,0.5394190109676283
